movie_id,subtitle_id,movie_name,release_year,decade,context,lexicon_word_list
12,14905,Pocahontas,1995-06-14,1990.0,"[3488.3 - 3491.74] - Who did this?
- Pocahontas was out
in the woods.
[3491.82 - 3494.49] Kocoum went to find her
and this white man attacked him.
[3496.22 - 3501.14] Your weapons are strong,
but now our anger is stronger.
[3501.22 - 3505.1] - At sunrise he will be
the first to die.
- But, Father...
[3505.18 - 3508.09] I told you to stay
in the village.
[3508.18 - 3511.81] You disobeyed me.
You have shamed your father!
[3511.9 - 3513.57] I was only trying to help.
[3513.66 - 3517.45] Because of your foolishness,
Kocoum is dead!
[3517.54 - 3519.69] Take him away!
[3533.46 - 3535.5] Kocoum was just coming
to protect me.
[3535.58 - 3539.34] Pocahontas,
I sent Kocoum after you.",['shamed']
13,15252,Le confessionnal,1995-09-29,1990.0,"[1218.45 - 1222.887] -You might not have to anymore.
[1222.921 - 1225.913] Maybe we can pay you
to clean for us.
[1229.261 - 1231.821] lt would sure help me,
[1231.863 - 1233.922] because l keep getting sick.
[1238.437 - 1240.428] Stop crying like that.
[1243.609 - 1246.737] You're so pretty.
Such a shame to cry.
[1246.778 - 1248.609] Go dry your eyes.
[1255.954 - 1257.945] And bring me my medicine.
[1292.758 - 1294.487] - lf the paint smells too much,
[1294.526 - 1298.394] cut an onion in quarters
[1298.43 - 1300.557] and put them in the room.",['shame']
14,16233,The Indian in the Cupboard,1995-07-14,1990.0,"[3205.88 - 3208.188] UnIike some!
[3208.28 - 3210.635] Where did you come from?
[3211.76 - 3214.512] I come from Texas, Mr HaIf-a-Brain.
[3214.599 - 3217.034] The United States of America,
comprende?
[3217.119 - 3218.838] Omri, Texas?
[3218.92 - 3221.275] - You're from Texas?
- Proud of it.
[3221.36 - 3224.351] - Where are you taking me?
- To schooI.
[3224.44 - 3227.351] - White man goes to schooI?
- That's right.
[3227.44 - 3229.907] - I go to schooI.
- You wouIdn't Iike it.
[3230.0 - 3232.639] - He can go, I can go.
- It's too risky.
[3232.719 - 3234.71] - Whiskey?
- Risky! Dangerous!",['proud']
14,16445,The Indian in the Cupboard,1995-07-14,1990.0,"[4690.319 - 4693.198] Good. That wiII do.
He needs to sIeep.
[4693.96 - 4696.427] WeII, I best be getting back.
[4696.52 - 4701.07] We'II aII be waking up soon enough.
I suggest a drop of brandy.
[4701.159 - 4703.435] - Thank you.
- You're weIcome, mate.
[4704.88 - 4707.234] BuckIes keep catching on my doodah.
[4735.279 - 4737.475] I'm so ashamed of myseIf.
[4744.119 - 4746.076] I hurt you.
[4747.64 - 4749.756] What are you taIking about?
[4753.039 - 4755.395] Did I hear somebody mention brandy?
[4807.92 - 4810.069] No, Omri.
[4810.159 - 4812.673] She has her Iife.",['ashamed']
15,16670,Bio-Dome,1996-01-12,1990.0,"[610.201 - 612.76] ""Bio-Dome.""
[612.803 - 614.965] Think that means
it goes both ways?
[615.005 - 617.03] l don´t know, but we do.
[625.149 - 629.609] l don´t think there´s a kegger
at Vasquez Lakes.
[629.653 - 631.211] We´ve been had, Squirly.
[631.254 - 634.782] Makes you kind of proud that
we got such crafty girlfriends.
[634.826 - 636.259] We´re lucky guys.
[636.293 - 638.318] That´s for sure.
[639.663 - 641.13] Vasquez Lake?
[641.164 - 643.155] More like Vasquez crap hole.
[643.201 - 644.793] There used to be fish here,
remember?",['proud']
15,17028,Bio-Dome,1996-01-12,1990.0,"[1798.393 - 1800.019] But you didn´t believe us.
[1800.06 - 1803.029] Now you guys
are thinking locally...
[1803.064 - 1805.726] and we´re acting globally.
[1805.767 - 1807.734] Just get out of there.
[1807.769 - 1808.861] Can´t. We signed up.
[1808.903 - 1810.2] We´re part of
the few and the proud.
[1810.238 - 1811.535] Part of the problem.
[1811.571 - 1812.698] Come on, you guys.
[1812.74 - 1814.987] This is an important
biological experiment.
[1815.121 - 1817.02] You´ll ruin everything.
[1817.056 - 1818.182] Maybe you´re not aware of it...",['proud']
15,17042,Bio-Dome,1996-01-12,1990.0,"[1840.746 - 1842.542] ls that how you really feel?
[1842.582 - 1844.811] No. This is how
l really feel.
[1844.849 - 1846.714] Budly, there´s people around.
[1846.751 - 1848.048] l miss it.
[1848.086 - 1849.713] l know. l miss you.
[1849.755 - 1851.051] l´m proud of you.
[1851.089 - 1853.957] So l guess this is good-bye?
[1853.992 - 1855.585] l guess.
[1868.874 - 1871.707] Attention. Dinner is served.
[1871.743 - 1875.373] Well, we got to go. Bye.
[1876.548 - 1877.88] Bye.",['proud']
15,17999,Bio-Dome,1996-01-12,1990.0,"[5360.667 - 5362.658] You guys are my heroes.
[5368.775 - 5370.47] Bye, Bud. We´ll miss you.
[5370.511 - 5372.742] Well, Petri dish,
what can l say?
[5372.779 - 5374.077] How about good-bye?
[5374.114 - 5376.845] You can save the world
from your couch.
[5378.086 - 5379.917] l´m so proud of you, Doyle.
[5379.953 - 5382.354] -l´m proud of me, too.
-You should be.
[5382.39 - 5384.289] l love you!
[5387.095 - 5389.927] We definitely learned
a few things, that´s for sure.
[5389.963 - 5392.194] For one, we definitely
have to listen to--
[5392.233 - 5393.699] Your girlfriends?",['proud']
16,18108,Kicking and Screaming,1995-10-06,1990.0,"[310.576 - 312.339] Hey, big guy, how'd it go?
[312.412 - 314.642] It went great.
Bench is nice and warm.
[314.714 - 317.274] I'm gonna see what I can do
about that, okay?
[318.284 - 319.774] We'll see you
back at the house, Dad.
[319.852 - 321.877] You played great, Son.
You played great.
[321.954 - 323.444] I'm proud of you.
[323.523 - 324.82] Come on, buddy.
[326.726 - 328.353] Hi, you guys.
[328.428 - 329.861] Oh, Barb.
Hi.
[329.929 - 333.797] Hey, look who's here.
Two of my favorite people,
and Phil.
[333.866 - 336.061] Very funny, Dad.
Haven't heard
that one before.",['proud']
16,19531,Kicking and Screaming,1995-10-06,1990.0,"[3818.981 - 3820.448] Your dad's a trip,
you know that?
[3820.516 - 3821.949] Move it! Move it!
[3823.052 - 3824.041] Huh.
[3824.554 - 3826.021] Pick up that
piece of trash, Tom.
[3826.088 - 3827.521] Tuck in your shirt!
[3827.824 - 3830.292] What are you doing?
Have a sense of pride, huh?
[3830.593 - 3832.72] In fact,
why don't you take a lap?
[3833.029 - 3835.589] Go and run a lap!
I'm timing you.
[3837.6 - 3838.897] Pick it up!
[3843.005 - 3844.199] Faster!
[3844.273 - 3847.436] Here we go! <i>Bellissimo!</i>",['pride']
16,20092,Kicking and Screaming,1995-10-06,1990.0,"[5224.452 - 5226.317] We had a bet.
You won fair and square.
[5226.387 - 5227.82] Good job.
[5227.922 - 5230.482] Yes.
Thank you.
[5233.127 - 5234.754] I don't say this enough
[5235.83 - 5237.263] but you really stepped up.
[5237.332 - 5238.492] I'm proud of you, Son.
[5238.967 - 5240.195] I appreciate that.
[5241.536 - 5242.662] The real Pelé ball.
[5242.737 - 5243.704] Yep.
[5243.771 - 5244.863] I'm actually
touching it.
[5244.939 - 5245.928] Take good care of it.",['proud']
18,22656,Taxi Driver,1976-02-07,1970.0,"[4347.37 - 4350.21] But the sensitive nature of my work
for the government...
[4350.37 - 4352.63] ...demands utmost secrecy.
[4353.21 - 4355.96] I know you will understand.
[4356.88 - 4359.3] I am healthy and well
and making lots of money.
[4359.51 - 4361.8] I've been going with a girl
for several months...
[4362.05 - 4364.64] ...and l know you'd be proud
if you could see her.
[4365.22 - 4368.98] Her name is Betsy, but I can tell
you no more than that.
[4369.14 - 4371.52] Hey, cabbie, you can't park here.
[4373.23 - 4376.61] Come on! Come on, let's go!
Let's go! Move it!
[4378.82 - 4382.45] --bear the burden of suffering
for the few.
[4382.66 - 4385.99] No more will we fight the wars
of the few...",['proud']
19,23188,Before and After,1996-02-23,1990.0,"[1018.379 - 1021.382] AND THEN DADDY--
DADDY JUST TOTALLY LOST IT.
[1022.383 - 1024.384] BUT IT WAS
NEVER THAT BAD.
[1028.889 - 1032.392] OH.
MOM, I'M SO SCARED.
[1032.392 - 1035.396] HMM.
YOU DIDN'T SEE
THEIR FACES.
[1035.396 - 1038.398] YOU WEREN'T THERE.
[1038.398 - 1044.405] WELL, DADDY JUST-- HE WANTS
JACOB TO BE MORE RESPONSIBLE, SO
HE TRIES TO CHALLENGE HIS PRIDE.
[1044.405 - 1046.906] MAYBE TOO HARD SOMETIMES,
BUT THAT'S LOVE, JUDE.
[1047.407 - 1050.411] YOU KNOW?
THAT'S LOVE.
[1088.982 - 1090.984] ALL RIGHT,
LET'S GO!
OKAY.
[1201.259 - 1204.263] I'LL GO ON
UP TO THE HOUSE!
MOM!
[1230.288 - 1232.29] WHAT ARE YA DOIN', BEN?",['pride']
19,23295,Before and After,1996-02-23,1990.0,"[1668.226 - 1671.229] - YOU CAN KEEP YOUR OWN TONGUE
IF YOU WANT TO, BUT YOU--
[1671.729 - 1673.731] JACOB!
[1675.233 - 1678.736] HELLO? YES.
WHO IS THIS?
[1684.242 - 1687.745] WELL, I HOPE YOU SLEEP
WELL TONIGHT. YOU'RE A PERSON
OF TRUE COMPASSION.
[1687.745 - 1691.249] CAROLYN, IT'S BETTER
IF YOU JUST HANG UP.
YES, IT'S
OUR FIRST WELL-WISHER.
[1691.249 - 1693.252] YES, YOU ARE.
AREN'T YOU PROUD?
[1694.252 - 1697.255] OH. WELL, YOU HAVEN'T
GOT MUCH OF A BRAIN,
[1697.255 - 1700.259] BUT YOU'VE GOT
MIGHTY Q-QUICK REFLEXES.
[1704.262 - 1705.763] IT'S OKAY, HONEY.
[1705.763 - 1707.766] IT'S OKAY.
[1709.267 - 1713.271] IT'S ALL RIGHT.",['proud']
22,26882,Bad Boys,1995-04-07,1990.0,"[1563.103 - 1566.396] I was looking for my 2 keys of dope.
Now I know where they are.
[1566.648 - 1568.9] Yours? It's our score.
[1571.778 - 1573.445] - And the girl?
- Nobody.
[1574.114 - 1575.781] Just entertainment.
[1576.241 - 1579.117] - I'm Max.
- Nice to meet you, Max.
[1581.247 - 1585.165] I like a woman who
takes pride in her appearance.
[1587.294 - 1588.627] Don't you?
[1589.837 - 1592.464] I hate when
a bitch lets herself slide.
[1593.925 - 1597.929] You look like a model in that dress.
Will you model for me?
[1605.604 - 1608.189] Oh, great.
It's the goon squad.
[1635.467 - 1638.303] You were a cop.
You should know hookers talk.",['pride']
23,29093,Amateur,1994-08-05,1990.0,"[4081.409 - 4083.829] Watching you out there
makes it all worth it.
[4083.913 - 4086.623] - Thanks, coach.
- Way to keep it close, Jimmy.
[4086.706 - 4090.335] - Terron, you are better in person.
- Stay away from my player, Rob.
[4090.418 - 4092.63] Talk to mine.
I got no problem with that.
[4092.713 - 4096.382] - Just get in your van and get out of here.
- Van? We've got a bus.
[4097.384 - 4100.304] Hey, Vince.
There's a proud papa.
[4100.386 - 4101.471] We gotta talk.
[4101.555 - 4102.89] What was you thinking?
[4102.972 - 4105.768] - Stay the fuck away from my player!
- Easy, easy.
[4105.85 - 4107.978] - The fuck didn't you understand?
- Easy.
[4108.479 - 4110.689] - Chill.
- Oh, fuck this.",['proud']
24,29386,Beyond Rangoon,1995-05-24,1990.0,"[387.146 - 392.394] My skin is so dry.
[392.467 - 397.725] I know you don't want to hear this, but I think
the best thing you could do is go back to work.
[397.725 - 400.578] I never should have been working in the first place.
[400.578 - 402.15] What do you mean?
[402.15 - 407.062] I could have been spending that time with Nick.
And our boy.
[407.284 - 411.222] But we were so proud of you.
Especially Nick.
[411.222 - 415.317] He wanted you to be a doctor.
[415.317 - 419.991] What would he want now?
[421.207 - 423.715] I know.
[424.656 - 426.817] I'm sorry.
[427.858 - 433.336] I know I promised I wouldn't talk about it on this trip.",['proud']
25,30471,Canadian Bacon,1995-06-08,1990.0,"[1656.138 - 1658.14] There's Gus.
[1658.641 - 1659.542] What do you say, Stu?
[1659.642 - 1661.644] Long time no see, huh?
[1662.144 - 1664.647] It's like the plaza in here.
[1664.647 - 1668.05] They've got me in a temporary
place here, that's all.
[1668.15 - 1670.169] I see you're still proud of telling Kennedy
[1670.269 - 1672.271] to send advisors to Vietnam.
[1672.271 - 1673.672] You're damn right.
[1673.772 - 1675.674] The whole Vietnam war was my idea.
[1675.774 - 1677.776] Not ashamed of it one bit.
[1678.277 - 1680.179] If they had followed my
advice and gone nuclear...",['proud']
26,32813,Desperado,1995-08-25,1990.0,"[5703.372 - 5705.166] What do you read in mine?
[5705.917 - 5707.752] Defeat, brother.
[5708.586 - 5709.545] Defeat?
[5709.962 - 5711.339] Look at you.
[5712.048 - 5714.05] You came here to kill me.
[5714.425 - 5716.594] Papa wouldn't be proud of you anymore.
[5716.886 - 5719.096] You were his little guitarrista.
[5719.347 - 5720.765] His little mariachi.
[5721.599 - 5722.767] And now...
[5723.017 - 5725.311] ...just a piece of shit like me!
[5727.021 - 5728.522] You want to kill me?",['proud']
28,34748,Jeffrey,1995-08-18,1990.0,"[1157.848 - 1161.351] because if I dont touch you very soon,
I may explode.
[1163.52 - 1167.19] Until about a minute ago, I had a very
good reason not to go out with you.
[1167.19 - 1168.525] Which was?
[1168.942 - 1172.863] Wait, let me guess.
Is it because Im a cowboy and youre...
[1172.988 - 1174.197] a waiter?
[1174.197 - 1175.866] Were a proud people.
[1175.949 - 1177.367] What a shame.
[1177.951 - 1180.954] In a better world,
I could ask you to square dance.
[1181.121 - 1183.54] Really? Want to square dance?
[1184.165 - 1186.668] Bow to your partner, step once more...
[1187.961 - 1190.547] cater-waiters, take the floor!",['proud']
28,34792,Jeffrey,1995-08-18,1990.0,"[1402.175 - 1403.843] which, believe me, I prefer.
[1403.843 - 1407.347] I just hate that gay role models
are supposed to be like straight people.
[1407.513 - 1409.349] As if even straight people are like that.
[1409.349 - 1411.267] That is so true.
[1411.684 - 1414.354] I was watching these two guys
on Nightline...
[1414.354 - 1417.023] on Gay Pride Day, and one of them said:
[1417.857 - 1419.609] Hi, Im Bob Wheeler...
[1419.692 - 1421.194] and Im an attorney...
[1421.277 - 1422.946] and my lover, hes a surgeon.
[1422.946 - 1425.281] We would like to show America
that all gays...
[1425.281 - 1427.95] are not limp-wristed, screaming queens.",['pride']
28,34864,Jeffrey,1995-08-18,1990.0,"[1634.74 - 1636.992] - I dont know.
- Were your friends.
[1637.243 - 1640.246] - You must obey us.
- You have no choice.
[1641.33 - 1643.916] Come on. Youre gay, youre single.
[1643.999 - 1645.668] It isnt pretty.
[1648.504 - 1649.422] Yes.
[1663.602 - 1666.272] I am so proud of you.
[1667.022 - 1668.774] Youre dating again.
[1669.942 - 1671.61] - Jeffrey?
- Yes?
[1672.528 - 1673.863] I just...
[1675.614 - 1678.033] - Just so theres no surprises...
- Sure.
[1680.369 - 1682.037] Im HIV positive.",['proud']
28,35000,Jeffrey,1995-08-18,1990.0,"[2189.419 - 2192.13] - What are you?
- Were the Pink Panthers.
[2192.213 - 2194.716] Were part of a patrol
to prevent gay bashing.
[2194.883 - 2198.136] - It was Dariuss idea to join up.
- I wanted to do something.
[2198.261 - 2199.971] Something with a T-shirt.
[2203.892 - 2205.727] Dont you just love it?
[2208.563 - 2210.982] Look. The Gay Pride statues.
[2219.407 - 2220.575] Come on.
[2225.663 - 2227.665] Color, think about it.
[2227.749 - 2230.085] Stop it. Youre not fat.
[2232.087 - 2234.589] How was your date? Wheres Steve?
[2234.672 - 2237.008] I had to cancel. I just got off work.",['pride']
28,35426,Jeffrey,1995-08-18,1990.0,"[3997.432 - 4000.852] Concerned Pan-Asian Bisexuals.
[4002.771 - 4005.357] Black Gay Republicans.
[4008.109 - 4009.277] Hello?
[4009.361 - 4013.031] Excuse me, are you
with the parade? Im lost.
[4013.031 - 4016.451] - What group are you with?
- Ma, did you find out? We march together.
[4016.701 - 4021.373] Im so proud of my preoperative
transsexual lesbian son.
[4027.045 - 4028.463] Who are you marching with?
[4028.546 - 4032.05] Excuse me, could you take our picture
with this nice young man?
[4032.634 - 4034.469] This is our first parade.
[4034.552 - 4038.39] - Parents of transsexuals.
- Preoperative transsexual lesbians.
[4038.39 - 4042.227] At first, I was confused as anyone.
More confused.",['proud']
28,35449,Jeffrey,1995-08-18,1990.0,"[4096.781 - 4100.702] Summer Olympics.
I was watching them on TV...
[4101.536 - 4103.538] feeling sorry for myself.
[4103.621 - 4106.541] They kept showing these parents
of these girls in the pool...
[4106.708 - 4108.793] - Synchronized swimmers.
- Exactly.
[4109.294 - 4113.381] And the parents,
they kept crying and waving flags.
[4114.048 - 4117.552] And I said to myself,
If they can feel proud of their kids...
[4117.719 - 4120.889] just because they can stand
on their head in the deep end...
[4121.306 - 4123.308] I can feel proud of mine.
[4129.564 - 4131.482] - One more.
- No, come on, Ma.
[4131.649 - 4134.152] - You think well need sunscreen?
- Over there, they...
[4134.235 - 4136.821] Thank you.
Good boy.",['proud']
28,35469,Jeffrey,1995-08-18,1990.0,"[4194.045 - 4196.13] - I got it, Steve.
- Thanks.
[4196.214 - 4199.3] I know. Well put you on the best float...
[4199.884 - 4200.968] with the porn stars.
[4201.135 - 4205.39] - No, actually, Im not marching.
- What?
[4205.556 - 4208.476] I was just taking a shortcut
through the park.
[4208.643 - 4211.229] I kind of forgot it was Gay Pride Day.
[4216.317 - 4220.071] I hope this not-marching thing
doesnt have anything to do with me.
[4220.071 - 4222.407] Because I know I gave you
a pretty hard time.
[4222.49 - 4224.409] - You didnt.
- I tried.
[4226.744 - 4231.082] Seriously, its good to see you.
And Im not hitting on you.
[4232.917 - 4234.252] And why not?",['pride']
